IdHogar;IdPersona;IdViaje;Edad;NivelEducativo;Sexo;Barrio;Estrato;CantidadHogares;TotalPersonas;RangoIngresos;TotalVehiculos;Municipio;Aplicacion;ModoPrincipal;Localidad;TipoVehiculo;DesplazamientoOrigen;Coordenadas_origen;DesplazamientoDestino;Cluster
P04216;P04216-3;P04216-3-2;25;UNI-IN;Mujer;SANTA BARBARA;2;1;8;$828.117 - $ 1.500.000;1;TABIO;Uber ;Intermunicipal;\N;Moto;\N;;TABIO;cluster_0
P04216;P04216-3;P04216-3-1;25;UNI-IN;Mujer;SANTA BARBARA;2;1;8;$828.117 - $ 1.500.000;1;TABIO;Uber ;Intermunicipal;UPR;Moto;TABIO;;\N;cluster_0
P04221;P04221-3;P04221-3-4;48;MED-COM;Mujer;CNJ VILLA SOL;2;1;6;No sabe - No responde;2;ZIPAQUIRA;Uber ;Moto;UPR;Carro y Moto;ZIPAQUIRA;;ZIPAQUIRA;cluster_0
P04221;P04221-3;P04221-3-3;48;MED-COM;Mujer;CNJ VILLA SOL;2;1;6;No sabe - No responde;2;ZIPAQUIRA;Uber ;Moto;UPR;Carro y Moto;ZIPAQUIRA;;ZIPAQUIRA;cluster_0
P04221;P04221-3;P04221-3-1;48;MED-COM;Mujer;CNJ VILLA SOL;2;1;6;No sabe - No responde;2;ZIPAQUIRA;Uber ;Moto;UPR;Carro y Moto;ZIPAQUIRA;;ZIPAQUIRA;cluster_0
P04221;P04221-3;P04221-3-2;48;MED-COM;Mujer;CNJ VILLA SOL;2;1;6;No sabe - No responde;2;ZIPAQUIRA;Uber ;Moto;UPR;Carro y Moto;ZIPAQUIRA;;ZIPAQUIRA;cluster_0
P04235;P04235-3;P04235-3-1;18;PRI-COM;Mujer;CNJ ALTOS DE VILLA MARIA;0;1;6;No sabe - No responde;0;ZIPAQUIRA;Uber ;A pie;UPR;No tiene vehículo;ZIPAQUIRA;;ZIPAQUIRA;cluster_0
P04235;P04235-3;P04235-3-2;18;PRI-COM;Mujer;CNJ ALTOS DE VILLA MARIA;0;1;6;No sabe - No responde;0;ZIPAQUIRA;Uber ;A pie;UPR;No tiene vehículo;ZIPAQUIRA;;ZIPAQUIRA;cluster_0
P04245;P04245-3;P04245-3-2;29;SEC-COM;Mujer;LA ESMERALDA;2;1;6;No sabe - No responde;0;TOCANCIPA;Uber ;A pie;\N;No tiene vehículo;\N;;TOCANCIPA;cluster_0
P04245;P04245-3;P04245-3-1;29;SEC-COM;Mujer;LA ESMERALDA;2;1;6;No sabe - No responde;0;TOCANCIPA;Uber ;A pie;UPR;No tiene vehículo;TOCANCIPA;;\N;cluster_0
P04248;P04248-3;P04248-3-1;65;TEC-COM;Hombre;HACIENDA LA QUINTA;0;1;6;No sabe - No responde;1;ZIPAQUIRA;Uber ;Auto;UPR;Carro;ZIPAQUIRA;;ZIPAQUIRA;cluster_0
P04248;P04248-3;P04248-3-2;65;TEC-COM;Hombre;HACIENDA LA QUINTA;0;1;6;No sabe - No responde;1;ZIPAQUIRA;Uber ;Auto;UPR;Carro;ZIPAQUIRA;;ZIPAQUIRA;cluster_0
P04292;P04292-3;P04292-3-5;16;SEC-IN;Sin Dato;GIRARDOT;2;3;6;$ 1.500.001 - $ 2.000.000;1;BOGOTA, D.C;;A pie;\N;Carro;\N;;\N;cluster_0
P04292;P04292-3;P04292-3-3;16;SEC-IN;Sin Dato;GIRARDOT;2;3;6;$ 1.500.001 - $ 2.000.000;1;BOGOTA, D.C;;A pie;\N;Carro;\N;;\N;cluster_0
P04292;P04292-3;P04292-3-1;16;SEC-IN;Sin Dato;GIRARDOT;2;3;6;$ 1.500.001 - $ 2.000.000;1;BOGOTA, D.C;;A pie;\N;Carro;\N;;\N;cluster_0
P04292;P04292-3;P04292-3-2;16;SEC-IN;Sin Dato;GIRARDOT;2;3;6;$ 1.500.001 - $ 2.000.000;1;BOGOTA, D.C;;A pie;\N;Carro;\N;;\N;cluster_0
P04292;P04292-3;P04292-3-4;16;SEC-IN;Sin Dato;GIRARDOT;2;3;6;$ 1.500.001 - $ 2.000.000;1;BOGOTA, D.C;;A pie;\N;Carro;\N;;\N;cluster_0
P04295;P04295-3;P04295-3-1;39;PRI-COM;Mujer;LAS CRUCES;2;1;9;$828.117 - $ 1.500.000;0;BOGOTA, D.C;Uber ;SITP Provisional;SANTA FE;No tiene vehículo;SANTA FE;;SAN CRISTOBAL;cluster_0
P04295;P04295-3;P04295-3-2;39;PRI-COM;Mujer;LAS CRUCES;2;1;9;$828.117 - $ 1.500.000;0;BOGOTA, D.C;Uber ;SITP Provisional;SAN CRISTOBAL;No tiene vehículo;SAN CRISTOBAL;4°33?53?N 74°05?00?O;SANTA FE;cluster_0
P04329;P04329-3;P04329-3-1;17;SEC-IN;Mujer;BUENOS AIRES PARTE ALTA;2;2;6;$ 2.000.001 - $ 2.500.000;1;BOGOTA, D.C;Uber ;SITP Zonal;SAN CRISTOBAL;Moto;SAN CRISTOBAL;4°33?53?N 74°05?00?O;TUNJUELITO;cluster_0
P04329;P04329-3;P04329-3-2;17;SEC-IN;Mujer;BUENOS AIRES PARTE ALTA;2;2;6;$ 2.000.001 - $ 2.500.000;1;BOGOTA, D.C;Uber ;SITP Zonal;TUNJUELITO;Moto;TUNJUELITO;;SAN CRISTOBAL;cluster_0
P04332;P04332-3;P04332-3-1;21;SEC-IN;Sin Dato;BOSA EL ANHELO;1;1;6;$4.900.001 - $ 6.800.000;0;BOGOTA, D.C;Uber ;TransMilenio;BOSA;No tiene vehículo;BOSA;4°37?01?N 74°11?24?O;\N;cluster_0
P04332;P04332-3;P04332-3-2;21;SEC-IN;Sin Dato;BOSA EL ANHELO;1;1;6;$4.900.001 - $ 6.800.000;0;BOGOTA, D.C;Uber ;TransMilenio;\N;No tiene vehículo;\N;;BOSA;cluster_0
P04333;P04333-3;P04333-3-1;55;PRI-COM;Mujer;SANTA ROSA DE LIMA;2;1;6;$ 0 - $ 828.116;0;BOGOTA, D.C;Uber ;SITP Zonal;SANTA FE;No tiene vehículo;SANTA FE;;SAN CRISTOBAL;cluster_0
P04333;P04333-3;P04333-3-2;55;PRI-COM;Mujer;SANTA ROSA DE LIMA;2;1;6;$ 0 - $ 828.116;0;BOGOTA, D.C;Uber ;TransMilenio;SAN CRISTOBAL;No tiene vehículo;SAN CRISTOBAL;4°33?53?N 74°05?00?O;SANTA FE;cluster_0
P04346;P04346-3;P04346-3-2;23;SEC-COM;Mujer;QUINDIO;2;1;6;$828.117 - $ 1.500.000;1;BOGOTA, D.C;Uber ;SITP Zonal;RAFAEL URIBE URIBE;Moto;RAFAEL URIBE URIBE;4°34?47?N 74°07?03?O;\N;cluster_0
P04346;P04346-3;P04346-3-1;23;SEC-COM;Mujer;QUINDIO;2;1;6;$828.117 - $ 1.500.000;1;BOGOTA, D.C;Uber ;SITP Zonal;SAN CRISTOBAL;Moto;SAN CRISTOBAL;4°33?53?N 74°05?00?O;RAFAEL URIBE URIBE;cluster_0
P04346;P04346-3;P04346-3-3;23;SEC-COM;Mujer;QUINDIO;2;1;6;$828.117 - $ 1.500.000;1;BOGOTA, D.C;Uber ;Alimentador;\N;Moto;\N;;SAN CRISTOBAL;cluster_0
P04402;P04402-3;P04402-3-1;19;MED-COM;Hombre;PERSEVERANCIA;2;1;6;$ 0 - $ 828.116;0;BOGOTA, D.C;Uber ;SITP Zonal;SANTA FE;No tiene vehículo;SANTA FE;;RAFAEL URIBE URIBE;cluster_0
P04402;P04402-3;P04402-3-2;19;MED-COM;Hombre;PERSEVERANCIA;2;1;6;$ 0 - $ 828.116;0;BOGOTA, D.C;Uber ;SITP Zonal;RAFAEL URIBE URIBE;No tiene vehículo;RAFAEL URIBE URIBE;4°34?47?N 74°07?03?O;SANTA FE;cluster_0
P04414;P04414-3;P04414-3-1;18;MED-COM;Sin Dato;BELLO HORIZONTE;2;3;6;$ 1.500.001 - $ 2.000.000;0;BOGOTA, D.C;Uber ;TransMilenio;SAN CRISTOBAL;No tiene vehículo;SAN CRISTOBAL;4°33?53?N 74°05?00?O;CHAPINERO;cluster_0
P04414;P04414-3;P04414-3-2;18;MED-COM;Sin Dato;BELLO HORIZONTE;2;3;6;$ 1.500.001 - $ 2.000.000;0;BOGOTA, D.C;Uber ;TransMilenio;CHAPINERO;No tiene vehículo;CHAPINERO;4°38?45?N 74°03?48?O;SAN CRISTOBAL;cluster_0
P04453;P04453-3;P04453-3-2;59;POS-COM;Mujer;GRAN AMERICA;4;1;6;No sabe - No responde;0;BOGOTA, D.C;Uber ;A pie;\N;No tiene vehículo;\N;;TEUSAQUILLO;cluster_0
P04453;P04453-3;P04453-3-1;59;POS-COM;Mujer;GRAN AMERICA;4;1;6;No sabe - No responde;0;BOGOTA, D.C;Uber ;A pie;TEUSAQUILLO;No tiene vehículo;TEUSAQUILLO;;\N;cluster_0
P04454;P04454-3;P04454-3-4;54;SEC-COM;Sin Dato;VILLA CRISTINA BACHUE;2;1;10;$828.117 - $ 1.500.000;2;BOGOTA, D.C;Uber ;A pie;ENGATIVA;No tiene vehículo;ENGATIVA;;ENGATIVA;cluster_0
P04454;P04454-3;P04454-3-2;54;SEC-COM;Sin Dato;VILLA CRISTINA BACHUE;2;1;10;$828.117 - $ 1.500.000;2;BOGOTA, D.C;Uber ;A pie;CHAPINERO;No tiene vehículo;CHAPINERO;4°38?45?N 74°03?48?O;CHAPINERO;cluster_0
P04454;P04454-3;P04454-3-3;54;SEC-COM;Sin Dato;VILLA CRISTINA BACHUE;2;1;10;$828.117 - $ 1.500.000;2;BOGOTA, D.C;Uber ;A pie;CHAPINERO;No tiene vehículo;CHAPINERO;4°38?45?N 74°03?48?O;ENGATIVA;cluster_0
P04454;P04454-3;P04454-3-1;54;SEC-COM;Sin Dato;VILLA CRISTINA BACHUE;2;1;10;$828.117 - $ 1.500.000;2;BOGOTA, D.C;Uber ;A pie;ENGATIVA;No tiene vehículo;ENGATIVA;;CHAPINERO;cluster_0
P04473;P04473-3;P04473-3-1;35;MED-COM;Mujer;EDUARDO SANTOS;3;1;6;$828.117 - $ 1.500.000;0;BOGOTA, D.C;Uber ;TransMilenio;LOS MARTIRES;No tiene vehículo;LOS MARTIRES;;\N;cluster_0
P04473;P04473-3;P04473-3-2;35;MED-COM;Mujer;EDUARDO SANTOS;3;1;6;$828.117 - $ 1.500.000;0;BOGOTA, D.C;Uber ;TransMilenio;\N;No tiene vehículo;\N;;LOS MARTIRES;cluster_0
P04488;P04488-3;P04488-3-2;45;UNI-COM;Mujer;CAMPIN;4;1;7;No sabe - No responde;1;BOGOTA, D.C;Uber ;A pie;TEUSAQUILLO;Carro;TEUSAQUILLO;;TEUSAQUILLO;cluster_0
P04488;P04488-3;P04488-3-1;45;UNI-COM;Mujer;CAMPIN;4;1;7;No sabe - No responde;1;BOGOTA, D.C;Uber ;A pie;TEUSAQUILLO;Carro;TEUSAQUILLO;;TEUSAQUILLO;cluster_0
P04537;P04537-3;P04537-3-1;32;UNI-COM;Hombre;VILLA DE DIAMANTE;2;1;6;No sabe - No responde;0;BOGOTA, D.C;Uber ;Bicicleta;SUBA;No tiene vehículo;SUBA;;\N;cluster_0
P04537;P04537-3;P04537-3-2;32;UNI-COM;Hombre;VILLA DE DIAMANTE;2;1;6;No sabe - No responde;0;BOGOTA, D.C;Uber ;Bicicleta;\N;No tiene vehículo;\N;;SUBA;cluster_0
P04551;P04551-3;P04551-3-3;52;UNI-COM;Mujer;SAN NICOLAS;4;1;6;$4.900.001 - $ 6.800.000;1;BOGOTA, D.C;Uber ;SITP Zonal;USAQUEN;Carro;USAQUEN;;SUBA;cluster_0
P04551;P04551-3;P04551-3-2;52;UNI-COM;Mujer;SAN NICOLAS;4;1;6;$4.900.001 - $ 6.800.000;1;BOGOTA, D.C;Cabify ;Transporte publico individual;CHAPINERO;Carro;CHAPINERO;4°38?45?N 74°03?48?O;USAQUEN;cluster_0
P04551;P04551-3;P04551-3-1;52;UNI-COM;Mujer;SAN NICOLAS;4;1;6;$4.900.001 - $ 6.800.000;1;BOGOTA, D.C;Cabify ;Transporte publico individual;SUBA;Carro;SUBA;;CHAPINERO;cluster_0
P04551;P04551-3;P04551-3-4;52;UNI-COM;Mujer;SAN NICOLAS;4;1;6;$4.900.001 - $ 6.800.000;1;BOGOTA, D.C;Uber ;A pie;SUBA;Carro;SUBA;;SUBA;cluster_0
P04602;P04602-3;P04602-3-4;58;PRI-COM;Mujer;LA SABANA;3;1;6;$ 1.500.001 - $ 2.000.000;0;BOGOTA, D.C;Uber ;A pie;\N;No tiene vehículo;\N;;LOS MARTIRES;cluster_0
P04602;P04602-3;P04602-3-2;58;PRI-COM;Mujer;LA SABANA;3;1;6;$ 1.500.001 - $ 2.000.000;0;BOGOTA, D.C;Uber ;A pie;\N;No tiene vehículo;\N;;\N;cluster_0
P04602;P04602-3;P04602-3-3;58;PRI-COM;Mujer;LA SABANA;3;1;6;$ 1.500.001 - $ 2.000.000;0;BOGOTA, D.C;Uber ;A pie;\N;No tiene vehículo;\N;;\N;cluster_0
P04602;P04602-3;P04602-3-1;58;PRI-COM;Mujer;LA SABANA;3;1;6;$ 1.500.001 - $ 2.000.000;0;BOGOTA, D.C;Uber ;A pie;LOS MARTIRES;No tiene vehículo;LOS MARTIRES;;\N;cluster_0
P04613;P04613-3;P04613-3-1;39;TEC-COM;Sin Dato;BELLA VISTA LA CALERA;2;1;6;$828.117 - $ 1.500.000;1;LA CALERA;;Moto;\N;Carro;\N;;\N;cluster_0
P04613;P04613-3;P04613-3-2;39;TEC-COM;Sin Dato;BELLA VISTA LA CALERA;2;1;6;$828.117 - $ 1.500.000;1;LA CALERA;;Moto;\N;Carro;\N;;\N;cluster_0
P04636;P04636-3;P04636-3-2;7;PRI-IN;Sin Dato;MIRANDELA;4;1;6;$4.900.001 - $ 6.800.000;1;BOGOTA, D.C;Uber ;Transporte Escolar;\N;Carro;\N;;SUBA;cluster_0
P04636;P04636-3;P04636-3-1;7;PRI-IN;Sin Dato;MIRANDELA;4;1;6;$4.900.001 - $ 6.800.000;1;BOGOTA, D.C;Uber ;Transporte Escolar;SUBA;Carro;SUBA;;\N;cluster_0
P04667;P04667-3;P04667-3-2;40;POS-IN;Mujer;ROSARIO;3;1;7;No sabe - No responde;1;BOGOTA, D.C;Uber ;TransMilenio;SANTA FE;Carro;SANTA FE;;BARRIOS UNIDOS;cluster_0
P04667;P04667-3;P04667-3-1;40;POS-IN;Mujer;ROSARIO;3;1;7;No sabe - No responde;1;BOGOTA, D.C;Uber ;TransMilenio;BARRIOS UNIDOS;Carro;BARRIOS UNIDOS;;SANTA FE;cluster_0
P04710;P04710-3;P04710-3-2;24;TEC-COM;Mujer;PATIO BONITO;2;1;7;$ 0 - $ 828.116;0;BOGOTA, D.C;Uber ;TransMilenio;SANTA FE;No tiene vehículo;SANTA FE;;KENNEDY;cluster_0
P04710;P04710-3;P04710-3-1;24;TEC-COM;Mujer;PATIO BONITO;2;1;7;$ 0 - $ 828.116;0;BOGOTA, D.C;Uber ;TransMilenio;KENNEDY;No tiene vehículo;KENNEDY;;SANTA FE;cluster_0
P04713;P04713-3;P04713-3-1;67;SEC-COM;Hombre;PATIO BONITO;2;1;6;$4.900.001 - $ 6.800.000;1;BOGOTA, D.C;Uber ;A pie;KENNEDY;Carro;KENNEDY;;KENNEDY;cluster_0
P04713;P04713-3;P04713-3-2;67;SEC-COM;Hombre;PATIO BONITO;2;1;6;$4.900.001 - $ 6.800.000;1;BOGOTA, D.C;Uber ;A pie;KENNEDY;Carro;KENNEDY;;KENNEDY;cluster_0
P04716;P04716-3;P04716-3-2;26;UNI-IN;Mujer;COMUNEROS;1;1;6;$ 3.500.001 - $ 4.900.000;0;BOGOTA, D.C;Uber ;A pie;SANTA FE;No tiene vehículo;SANTA FE;;SANTA FE;cluster_0
P04716;P04716-3;P04716-3-1;26;UNI-IN;Mujer;COMUNEROS;1;1;6;$ 3.500.001 - $ 4.900.000;0;BOGOTA, D.C;Uber ;TransMilenio;USME;No tiene vehículo;USME;;SANTA FE;cluster_0
P04716;P04716-3;P04716-3-3;26;UNI-IN;Mujer;COMUNEROS;1;1;6;$ 3.500.001 - $ 4.900.000;0;BOGOTA, D.C;Uber ;TransMilenio;SANTA FE;No tiene vehículo;SANTA FE;;USME;cluster_0
P04735;P04735-3;P04735-3-2;8;PRI-IN;Sin Dato;NUEVA DELI;2;3;7;$828.117 - $ 1.500.000;0;BOGOTA, D.C;Uber ;A pie;SAN CRISTOBAL;No tiene vehículo;SAN CRISTOBAL;4°33?53?N 74°05?00?O;SAN CRISTOBAL;cluster_0
P04735;P04735-3;P04735-3-1;8;PRI-IN;Sin Dato;NUEVA DELI;2;3;7;$828.117 - $ 1.500.000;0;BOGOTA, D.C;Uber ;A pie;SAN CRISTOBAL;No tiene vehículo;SAN CRISTOBAL;4°33?53?N 74°05?00?O;SAN CRISTOBAL;cluster_0
P04763;P04763-3;P04763-3-4;42;SEC-COM;Mujer;PORTAL 2;1;1;6;$ 0 - $ 828.116;0;BOGOTA, D.C;Uber ;A pie;USME;No tiene vehículo;USME;;CHAPINERO;cluster_0
P04763;P04763-3;P04763-3-1;42;SEC-COM;Mujer;PORTAL 2;1;1;6;$ 0 - $ 828.116;0;BOGOTA, D.C;Uber ;A pie;CHAPINERO;No tiene vehículo;CHAPINERO;4°38?45?N 74°03?48?O;USME;cluster_0
P04763;P04763-3;P04763-3-3;42;SEC-COM;Mujer;PORTAL 2;1;1;6;$ 0 - $ 828.116;0;BOGOTA, D.C;Uber ;A pie;CHAPINERO;No tiene vehículo;CHAPINERO;4°38?45?N 74°03?48?O;USME;cluster_0
P04763;P04763-3;P04763-3-2;42;SEC-COM;Mujer;PORTAL 2;1;1;6;$ 0 - $ 828.116;0;BOGOTA, D.C;Uber ;A pie;USME;No tiene vehículo;USME;;CHAPINERO;cluster_0
P04772;P04772-3;P04772-3-1;33;MED-COM;Mujer;ABRAHAM LINCON;2;1;6;$ 3.500.001 - $ 4.900.000;1;BOGOTA, D.C;Uber ;Moto;TUNJUELITO;Moto;TUNJUELITO;;BARRIOS UNIDOS;cluster_0
P04772;P04772-3;P04772-3-3;33;MED-COM;Mujer;ABRAHAM LINCON;2;1;6;$ 3.500.001 - $ 4.900.000;1;BOGOTA, D.C;Uber ;Moto;TUNJUELITO;Moto;TUNJUELITO;;BARRIOS UNIDOS;cluster_0
P04772;P04772-3;P04772-3-5;33;MED-COM;Mujer;ABRAHAM LINCON;2;1;6;$ 3.500.001 - $ 4.900.000;1;BOGOTA, D.C;Uber ;Moto;TUNJUELITO;Moto;TUNJUELITO;;TUNJUELITO;cluster_0
P04772;P04772-3;P04772-3-6;33;MED-COM;Mujer;ABRAHAM LINCON;2;1;6;$ 3.500.001 - $ 4.900.000;1;BOGOTA, D.C;Uber ;Moto;TUNJUELITO;Moto;TUNJUELITO;;TUNJUELITO;cluster_0
P04772;P04772-3;P04772-3-2;33;MED-COM;Mujer;ABRAHAM LINCON;2;1;6;$ 3.500.001 - $ 4.900.000;1;BOGOTA, D.C;Uber ;Moto;BARRIOS UNIDOS;Moto;BARRIOS UNIDOS;;TUNJUELITO;cluster_0
P04772;P04772-3;P04772-3-4;33;MED-COM;Mujer;ABRAHAM LINCON;2;1;6;$ 3.500.001 - $ 4.900.000;1;BOGOTA, D.C;Uber ;Moto;BARRIOS UNIDOS;Moto;BARRIOS UNIDOS;;TUNJUELITO;cluster_0
P04793;P04793-3;P04793-3-2;42;MED-COM;Sin Dato;BOCHICA;3;1;6;$828.117 - $ 1.500.000;0;BOGOTA, D.C;Uber ;Transporte publico individual;BOSA;No tiene vehículo;BOSA;4°37?01?N 74°11?24?O;ENGATIVA;cluster_0
P04793;P04793-3;P04793-3-1;42;MED-COM;Sin Dato;BOCHICA;3;1;6;$828.117 - $ 1.500.000;0;BOGOTA, D.C;Cabify ;Transporte publico individual;ENGATIVA;No tiene vehículo;ENGATIVA;;BOSA;cluster_0
P04817;P04817-3;P04817-3-1;18;SEC-COM;Mujer;NICOLAS DE FEDERMAN;4;1;6;$ 2.500.001 - $ 3.500.000;2;BOGOTA, D.C;Uber ;A pie;TEUSAQUILLO;Camioneta;TEUSAQUILLO;;TEUSAQUILLO;cluster_0
P04817;P04817-3;P04817-3-2;18;SEC-COM;Mujer;NICOLAS DE FEDERMAN;4;1;6;$ 2.500.001 - $ 3.500.000;2;BOGOTA, D.C;Uber ;A pie;TEUSAQUILLO;Camioneta;TEUSAQUILLO;;TEUSAQUILLO;cluster_0
P04827;P04827-3;P04827-3-2;38;TEC-COM;Sin Dato;BR CHAPINERO - EL RESBALON;2;1;8;$828.117 - $ 1.500.000;0;FACATATIVA;Uber ;SITP Zonal;TEUSAQUILLO;No tiene vehículo;TEUSAQUILLO;;FACATATIVA;cluster_0
P04827;P04827-3;P04827-3-1;38;TEC-COM;Sin Dato;BR CHAPINERO - EL RESBALON;2;1;8;$828.117 - $ 1.500.000;0;FACATATIVA;Uber ;SITP Zonal;UPR;No tiene vehículo;FACATATIVA;;TEUSAQUILLO;cluster_0
P04832;P04832-3;P04832-3-1;25;TEC-COM;Mujer;CHAPINERO;2;1;7;$ 0 - $ 828.116;0;FACATATIVA;Uber ;A pie;UPR;No tiene vehículo;FACATATIVA;;FACATATIVA;cluster_0
P04832;P04832-3;P04832-3-2;25;TEC-COM;Mujer;CHAPINERO;2;1;7;$ 0 - $ 828.116;0;FACATATIVA;Uber ;A pie;UPR;No tiene vehículo;FACATATIVA;;FACATATIVA;cluster_0
P04898;P04898-3;P04898-3-2;22;MED-COM;Hombre;OLIVARES;1;2;8;$ 0 - $ 828.116;0;BOGOTA, D.C;Uber ;A pie;USME;No tiene vehículo;USME;;USME;cluster_0
P04898;P04898-3;P04898-3-1;22;MED-COM;Hombre;OLIVARES;1;2;8;$ 0 - $ 828.116;0;BOGOTA, D.C;Uber ;A pie;USME;No tiene vehículo;USME;;USME;cluster_0
P04910;P04910-3;P04910-3-1;28;MED-COM;Mujer;OLIVARES;1;2;8;No sabe - No responde;0;BOGOTA, D.C;Uber ;A pie;USME;No tiene vehículo;USME;;USME;cluster_0
P04910;P04910-3;P04910-3-2;28;MED-COM;Mujer;OLIVARES;1;2;8;No sabe - No responde;0;BOGOTA, D.C;Uber ;A pie;USME;No tiene vehículo;USME;;USME;cluster_0
P04921;P04921-3;P04921-3-1;25;SEC-COM;Mujer;TENERIFE;2;2;7;$828.117 - $ 1.500.000;1;BOGOTA, D.C;Uber ;TransMilenio;USME;Carro;USME;;FONTIBON;cluster_0
P04921;P04921-3;P04921-3-2;25;SEC-COM;Mujer;TENERIFE;2;2;7;$828.117 - $ 1.500.000;1;BOGOTA, D.C;Uber ;TransMilenio;FONTIBON;Carro;FONTIBON;;USME;cluster_0
P04926;P04926-3;P04926-3-2;20;SEC-COM;Hombre;BOLONIA;1;1;6;$828.117 - $ 1.500.000;0;BOGOTA, D.C;Uber ;SITP Provisional;FONTIBON;No tiene vehículo;FONTIBON;;USME;cluster_0
P04926;P04926-3;P04926-3-1;20;SEC-COM;Hombre;BOLONIA;1;1;6;$828.117 - $ 1.500.000;0;BOGOTA, D.C;Uber ;SITP Zonal;USME;No tiene vehículo;USME;;FONTIBON;cluster_0
P04939;P04939-3;P04939-3-2;47;MED-COM;Hombre;SUBA SALITRE;2;1;6;$ 0 - $ 828.116;1;BOGOTA, D.C;Uber ;Bicicleta;\N;Camioneta;\N;;SUBA;cluster_0
P04939;P04939-3;P04939-3-1;47;MED-COM;Hombre;SUBA SALITRE;2;1;6;$ 0 - $ 828.116;1;BOGOTA, D.C;Uber ;Bicicleta;SUBA;Camioneta;SUBA;;\N;cluster_0
P05001;P05001-3;P05001-3-2;25;MED-COM;Hombre;FRAGUITA;3;1;8;No sabe - No responde;0;BOGOTA, D.C;Uber ;SITP Provisional;\N;No tiene vehículo;\N;;ANTONIO NARINO;cluster_0
P05001;P05001-3;P05001-3-1;25;MED-COM;Hombre;FRAGUITA;3;1;8;No sabe - No responde;0;BOGOTA, D.C;Uber ;SITP Provisional;ANTONIO NARINO;No tiene vehículo;ANTONIO NARINO;4°35?30?N 74°06?23?O;\N;cluster_0
P05004;P05004-3;P05004-3-2;17;UNI-IN;Mujer;BELALCAZAR;4;1;12;$ 2.000.001 - $ 2.500.000;0;BOGOTA, D.C;Uber ;A pie;\N;No tiene vehículo;\N;;TEUSAQUILLO;cluster_0
P05004;P05004-3;P05004-3-1;17;UNI-IN;Mujer;BELALCAZAR;4;1;12;$ 2.000.001 - $ 2.500.000;0;BOGOTA, D.C;Uber ;A pie;TEUSAQUILLO;No tiene vehículo;TEUSAQUILLO;;\N;cluster_0
P05036;P05036-3;P05036-3-1;49;UNI-COM;Mujer;20 DE JULIO;3;3;9;$ 2.000.001 - $ 2.500.000;0;BOGOTA, D.C;Uber ;SITP Provisional;SAN CRISTOBAL;No tiene vehículo;SAN CRISTOBAL;4°33?53?N 74°05?00?O;SANTA FE;cluster_0
P05036;P05036-3;P05036-3-2;49;UNI-COM;Mujer;20 DE JULIO;3;3;9;$ 2.000.001 - $ 2.500.000;0;BOGOTA, D.C;Uber ;SITP Provisional;SANTA FE;No tiene vehículo;SANTA FE;;SAN CRISTOBAL;cluster_0
P05043;P05043-3;P05043-3-1;43;MED-COM;Mujer;LA FLORESTA;2;1;6;$ 2.000.001 - $ 2.500.000;0;BOGOTA, D.C;Uber ;SITP Provisional;KENNEDY;No tiene vehículo;KENNEDY;;SUBA;cluster_0
P05043;P05043-3;P05043-3-2;43;MED-COM;Mujer;LA FLORESTA;2;1;6;$ 2.000.001 - $ 2.500.000;0;BOGOTA, D.C;Uber ;SITP Provisional;SUBA;No tiene vehículo;SUBA;;KENNEDY;cluster_0
P05050;P05050-3;P05050-3-2;15;SEC-IN;Sin Dato;SAN JORGE / GACHANCIPA;2;1;7;$828.117 - $ 1.500.000;0;GACHANCIPA;Uber ;A pie;UPR;No tiene vehículo;GACHANCIPA;;GACHANCIPA;cluster_0
P05050;P05050-3;P05050-3-1;15;SEC-IN;Sin Dato;SAN JORGE / GACHANCIPA;2;1;7;$828.117 - $ 1.500.000;0;GACHANCIPA;Uber ;A pie;UPR;No tiene vehículo;GACHANCIPA;;GACHANCIPA;cluster_0
P05054;P05054-3;P05054-3-1;31;PRI-COM;Mujer;DELICIAS ALTO;2;1;8;$ 0 - $ 828.116;0;GACHANCIPA;Uber ;Intermunicipal;UPR;No tiene vehículo;GACHANCIPA;;GACHANCIPA;cluster_0
P05054;P05054-3;P05054-3-3;31;PRI-COM;Mujer;DELICIAS ALTO;2;1;8;$ 0 - $ 828.116;0;GACHANCIPA;Uber ;Intermunicipal;UPR;No tiene vehículo;GACHANCIPA;;FONTIBON;cluster_0
P05054;P05054-3;P05054-3-4;31;PRI-COM;Mujer;DELICIAS ALTO;2;1;8;$ 0 - $ 828.116;0;GACHANCIPA;Uber ;Intermunicipal;FONTIBON;No tiene vehículo;FONTIBON;;GACHANCIPA;cluster_0
P05054;P05054-3;P05054-3-2;31;PRI-COM;Mujer;DELICIAS ALTO;2;1;8;$ 0 - $ 828.116;0;GACHANCIPA;Uber ;Intermunicipal;UPR;No tiene vehículo;GACHANCIPA;;GACHANCIPA;cluster_0
P05056;P05056-3;P05056-3-2;19;TEC-COM;Hombre;SECTOR PARAISO ALFONSO LOPEZ;1;1;6;$ 1.500.001 - $ 2.000.000;0;BOGOTA, D.C;Uber ;A pie;USME;No tiene vehículo;USME;;USME;cluster_0
P05056;P05056-3;P05056-3-3;19;TEC-COM;Hombre;SECTOR PARAISO ALFONSO LOPEZ;1;1;6;$ 1.500.001 - $ 2.000.000;0;BOGOTA, D.C;Uber ;A pie;USME;No tiene vehículo;USME;;USME;cluster_0
